Наименование,Описание,Рубрики,Адрес,Комментарий к адресу,Почтовый индекс,Микрорайон,Район,Город,Округ,Регион,Страна,Часы работы,Часовой пояс,Рейтинг,Количество отзывов,Телефон 1,Телефон 2,Телефон 3,E-mail 1,E-mail 2,E-mail 3,Веб-сайт 1,Веб-сайт 2,Веб-сайт 3,Instagram 1,Instagram 2,Instagram 3,Twitter 1,Twitter 2,Twitter 3,Facebook 1,Facebook 2,Facebook 3,ВКонтакте 1,ВКонтакте 2,ВКонтакте 3,WhatsApp 1,WhatsApp 2,WhatsApp 3,Viber 1,Viber 2,Viber 3,Telegram 1,Telegram 2,Telegram 3,YouTube 1,YouTube 2,YouTube 3,Skype 1,Skype 2,Skype 3,ID объекта,Широта,Долгота,ID здания,Название здания,ID этажа,Количество филиалов,ID сети,Название сети,Специализация сети,Главная рубрика,POI-категория,Кол-во рубрик,Кол-во атрибутов,Дата обновления,Удалён,ID сегмента,ID региона,2GIS URL,Тип,Ожидаемое кол-во (2GIS),Ссылка запроса
Дикси,супермаркет,Супермаркеты; Доставка продуктов,"Новокузнецкая улица, 13 ст1",1 этаж,115184,,Замоскворечье,Москва,,Москва,Россия,Пн: 08:00-22:00; Вт: 08:00-22:00; Ср: 08:00-22:00; Чт: 08:00-22:00; Пт: 08:00-22:00; Сб: 08:00-22:00; Вс: 08:00-22:00,+03:00,4.3,134,88001011001,,,,,,http://dixy.ru,,,,,,,,,,,,https://vk.com/dixyclub,,,,,,,,,https://t.me/dixy_russia,,,https://youtube.com/user/dixychannel,,,,,,4504128908504286,55.73778,37.631312,4504235282697815,,,1418,4504136498313374,Дикси,супермаркет,Супермаркеты,mart,2,8,2026-06-25T04:05:58Z,,0,32,https://2gis.com/firm/4504128908504286,branch,54,https://2gis.ru/moscow/search/Супермаркеты/rubricId/350/filters/district_id=4504209512726532
Около,минимаркет,Супермаркеты,"2-й Монетчиковский переулок, 2",,115054,,Замоскворечье,Москва,,Москва,Россия,Пн: 08:00-22:55; Вт: 08:00-22:55; Ср: 08:00-22:55; Чт: 08:00-22:55; Пт: 08:00-22:55; Сб: 08:00-22:55; Вс: 09:00-22:55,+03:00,,,84956628888,,,,,,,,,,,,,,,,,,,,,,,,,,,https://t.me/okolo10,,,,,,,,,70000001115658376,55.731704,37.629098,4504235282710033,,,148,70000001080350055,Около,минимаркет,Супермаркеты,mart,1,5,2026-07-02T20:52:31Z,,0,32,https://2gis.com/firm/70000001115658376,branch,54,https://2gis.ru/moscow/search/Супермаркеты/rubricId/350/filters/district_id=4504209512726532
ВкусВилл,супермаркет,Супермаркеты; Доставка продуктов,"улица Щипок, 2",цокольный этаж,115093,,Замоскворечье,Москва,,Москва,Россия,Пн: 08:00-22:00; Вт: 08:00-22:00; Ср: 08:00-22:00; Чт: 08:00-22:00; Пт: 08:00-22:00; Сб: 08:00-22:00; Вс: 08:00-22:00,+03:00,3.3,2,89252705541,,,,,,http://vkusvill.ru/goods/?utm_source=2gis&utm_medium=maps&utm_campaign=glavnaya&deep_link_value=https%3A%2F%2Fvkusvill.ru%2Fmobile%3Fcatalog%2F&af_dp=vkusvill%3A%2F%2F&c=glavnaya&shortlink=5ca647b8&source_,http://max.ru/vkusvill_ru,,,,,,,,,,,https://vk.com/vkusvill_ru,,,,,,,,,https://t.me/we_are_vkusvill,,,,,,,,,70000001094655831,55.726759,37.628725,4504235282977634,,,1420,4504137598285175,ВкусВилл,супермаркет,Супермаркеты,mart,2,10,2026-06-28T05:22:43Z,,0,32,https://2gis.com/firm/70000001094655831,branch,54,https://2gis.ru/moscow/search/Супермаркеты/rubricId/350/filters/district_id=4504209512726532
Магнолия,супермаркет,Супермаркеты; Доставка продуктов,"Татарская улица, 1/7",1 этаж,115054,,Замоскворечье,Москва,,Москва,Россия,Пн: 06:00-01:00; Вт: 06:00-01:00; Ср: 06:00-01:00; Чт: 06:00-01:00; Пт: 06:00-01:00; Сб: 06:00-01:00; Вс: 06:00-01:00,+03:00,3.6,12,88002506264 (единая справочная: пн-пт 9:00-18:00),84959213237,,,,,http://mgnl.ru,,,,,,,,,,,,https://vk.com/magnoliya.store,,,https://wa.me/79160378137,,,,,,,,,,,,,,,70000001075597742,55.735789,37.637362,4504235282696429,,,205,4504136498318542,Магнолия,супермаркет,Супермаркеты,mart,2,11,2026-06-12T12:47:00Z,,0,32,https://2gis.com/firm/70000001075597742,branch,54,https://2gis.ru/moscow/search/Супермаркеты/rubricId/350/filters/district_id=4504209512726532
ВкусВилл,супермаркет,Супермаркеты; Доставка продуктов; Доставка еды,"Новокузнецкая улица, 13 ст1",1 этаж,115184,,Замоскворечье,Москва,,Москва,Россия,Пн: 08:00-22:00; Вт: 08:00-22:00; Ср: 08:00-22:00; Чт: 08:00-22:00; Пт: 08:00-22:00; Сб: 08:00-22:00; Вс: 08:00-22:00,+03:00,4.8,35,89913120607,,,,,,http://vkusvill.ru/goods/?utm_source=2gis&utm_medium=maps&utm_campaign=glavnaya&deep_link_value=https%3A%2F%2Fvkusvill.ru%2Fmobile%3Fcatalog%2F&af_dp=vkusvill%3A%2F%2F&c=glavnaya&shortlink=5ca647b8&source_,http://max.ru/vkusvill_ru,,,,,,,,,,,https://vk.com/vkusvill_ru,,,,,,,,,https://t.me/we_are_vkusvill,,,,,,,,,70000001031514323,55.737059,37.631857,4504235282697815,,,1420,4504137598285175,ВкусВилл,супермаркет,Супермаркеты,mart,3,18,2026-06-28T05:22:44Z,,0,32,https://2gis.com/firm/70000001031514323,branch,54,https://2gis.ru/moscow/search/Супермаркеты/rubricId/350/filters/district_id=4504209512726532
Минимаркет,,Супермаркеты,"Пятницкая улица, 57 ст2",1 этаж,115184,,Замоскворечье,Москва,,Москва,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+03:00,3.5,12,89689243634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70000001035316085,55.733815,37.627799,4504235282701306,,,1,70000001021555657,Минимаркет,Минимаркет,Супермаркеты,mart,1,5,2025-12-03T12:35:30Z,,0,32,https://2gis.com/firm/70000001035316085,branch,54,https://2gis.ru/moscow/search/Супермаркеты/rubricId/350/filters/district_id=4504209512726532
Дикси,супермаркет,Супермаркеты; Доставка продуктов,"Новокузнецкая улица, 13 ст1",1 этаж,115184,,Замоскворечье,Москва,,Москва,Россия,Пн: 08:00-22:00; Вт: 08:00-22:00; Ср: 08:00-22:00; Чт: 08:00-22:00; Пт: 08:00-22:00; Сб: 08:00-22:00; Вс: 08:00-22:00,+03:00,4.3,134,88001011001,,,,,,http://dixy.ru,,,,,,,,,,,,https://vk.com/dixyclub,,,,,,,,,https://t.me/dixy_russia,,,https://youtube.com/user/dixychannel,,,,,,4504128908504286,55.73778,37.631312,4504235282697815,,,1418,4504136498313374,Дикси,супермаркет,Супермаркеты,mart,2,8,2026-06-25T04:05:58Z,,0,32,https://2gis.com/firm/4504128908504286,branch,54,https://2gis.ru/moscow/search/Супермаркеты/rubricId/350/filters/district_id=4504209512726532
ВкусВилл,супермаркет,Супермаркеты; Кулинарии; Доставка продуктов; Доставка еды,"улица Зацепский Вал, 4 ст2",,115054,,Замоскворечье,Москва,,Москва,Россия,Пн: 08:00-23:00; Вт: 08:00-23:00; Ср: 08:00-23:00; Чт: 08:00-23:00; Пт: 08:00-23:00; Сб: 08:00-23:00; Вс: 08:00-23:00,+03:00,4.6,11,89261866425,,,,,,http://vkusvill.ru/goods/?utm_source=2gis&utm_medium=maps&utm_campaign=glavnaya&deep_link_value=https%3A%2F%2Fvkusvill.ru%2Fmobile%3Fcatalog%2F&af_dp=vkusvill%3A%2F%2F&c=glavnaya&shortlink=5ca647b8&source_,http://max.ru/vkusvill_ru,,,,,,,,,,,https://vk.com/vkusvill_ru,,,,,,,,,https://t.me/we_are_vkusvill,,,,,,,,,70000001039132617,55.733031,37.639795,4504235283038296,,,1420,4504137598285175,ВкусВилл,супермаркет,Супермаркеты,mart,4,19,2026-06-30T00:54:53Z,,0,32,https://2gis.com/firm/70000001039132617,branch,54,https://2gis.ru/moscow/search/Супермаркеты/rubricId/350/filters/district_id=4504209512726532
Ситистор,супермаркет,Супермаркеты,"Павелецкая площадь, 2 ст2",1 этаж,115054,,Замоскворечье,Москва,,Москва,Россия,Пн: 08:00-21:00; Вт: 08:00-21:00; Ср: 08:00-21:00; Чт: 08:00-21:00; Пт: 08:00-21:00,+03:00,4.4,6,84952871720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4504127915521578,55.729984,37.635872,4504235282703810,,,3,4504136498391760,Ситистор,супермаркет,Супермаркеты,mart,1,5,2026-03-02T11:35:24Z,,0,32,https://2gis.com/firm/4504127915521578,branch,54,https://2gis.ru/moscow/search/Супермаркеты/rubricId/350/filters/district_id=4504209512726532
Минимаркет,,Супермаркеты,"Пятницкая улица, 57 ст2",1 этаж,115184,,Замоскворечье,Москва,,Москва,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+03:00,3.5,12,89689243634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70000001035316085,55.733815,37.627799,4504235282701306,,,1,70000001021555657,Минимаркет,Минимаркет,Супермаркеты,mart,1,5,2025-12-03T12:35:30Z,,0,32,https://2gis.com/firm/70000001035316085,branch,54,https://2gis.ru/moscow/search/Супермаркеты/rubricId/350/filters/district_id=4504209512726532
Азбука daily,супермаркет,Супермаркеты; Доставка продуктов,"Мытная улица, 7 ст1",1-2 этаж,119049,,Замоскворечье,Москва,,Москва,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+03:00,4.5,10,88007003487 (бесплатная единая справочная: пн-вс 9:00-21:00),,,,,,http://av.ru,http://dzen.ru/azbukavkusa,http://max.ru/azbukavkusa,,,,,,,,,,https://vk.com/azbukavkusa,,,,,,,,,,,,,,,,,,70000001031001060,55.721645,37.617654,4504235282722035,,,56,70000001046146554,Азбука daily,супермаркет,Супермаркеты,mart,2,11,2026-05-31T11:52:58Z,,0,32,https://2gis.com/firm/70000001031001060,branch,54,https://2gis.ru/moscow/search/Супермаркеты/rubricId/350/filters/district_id=4504209512726532
Пятёрочка,супермаркет,Супермаркеты; Доставка продуктов,"Садовническая улица, 47 ст1",1 этаж,115035,,Замоскворечье,Москва,,Москва,Россия,Пн: 08:00-23:00; Вт: 08:00-23:00; Ср: 08:00-23:00; Чт: 08:00-23:00; Пт: 08:00-23:00; Сб: 08:00-23:00; Вс: 08:00-23:00,+03:00,4.6,27,88007700400,,,info@x5.ru,,,http://5ka.ru/catalog?utm_source=2gis&utm_medium=cpm&utm_campaign=000161-17_igronik_media_5ka_promo_04_2026%7Cformat_banner%7Ctype_banner&utm_content=%7Ccreo_1&utm_term,http://max.ru/tspyaterochka,,,,,https://twitter.com/pyaterochka,,,,,,https://vk.com/pyaterochka_shop,,,,,,,,,,,,,,,,,,70000001030118818,55.74316,37.639364,4504235282691541,,,3347,4504136498316193,Пятёрочка,супермаркет,Супермаркеты,mart,2,10,2026-06-22T08:06:01Z,,0,32,https://2gis.com/firm/70000001030118818,branch,54,https://2gis.ru/moscow/search/Супермаркеты/rubricId/350/filters/district_id=4504209512726532
Магнолия,супермаркет,Супермаркеты; Доставка продуктов,"Татарская улица, 7",1 этаж,115054,,Замоскворечье,Москва,,Москва,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+03:00,4.4,58,88002506264 (единая справочная: пн-пт 9:00-18:00),84959213237,,,,,http://mgnl.ru,,,,,,,,,,,,https://vk.com/magnoliya.store,,,https://wa.me/79160378137,,,,,,,,,,,,,,,4504128908604713,55.733879,37.638641,4504235282696599,,,205,4504136498318542,Магнолия,супермаркет,Супермаркеты,mart,2,12,2026-06-17T10:54:57Z,,0,32,https://2gis.com/firm/4504128908604713,branch,54,https://2gis.ru/moscow/search/Супермаркеты/rubricId/350/filters/district_id=4504209512726532
ВкусВилл,супермаркет,Супермаркеты; Кулинарии; Доставка еды; Доставка продуктов,"Садовнический проезд, 6",1 этаж,115035,,Замоскворечье,Москва,,Москва,Россия,Пн: 07:00-23:00; Вт: 07:00-23:00; Ср: 07:00-23:00; Чт: 07:00-23:00; Пт: 07:00-23:00; Сб: 07:00-23:00; Вс: 07:00-23:00,+03:00,4.7,27,89255691503,,,,,,http://vkusvill.ru/goods/?utm_source=2gis&utm_medium=maps&utm_campaign=glavnaya&deep_link_value=https%3A%2F%2Fvkusvill.ru%2Fmobile%3Fcatalog%2F&af_dp=vkusvill%3A%2F%2F&c=glavnaya&shortlink=5ca647b8&source_,http://max.ru/vkusvill_ru,,,,,,,,,,,https://vk.com/vkusvill_ru,,,,,,,,,https://t.me/we_are_vkusvill,,,,,,,,,70000001055615294,55.741611,37.629416,4504235282712975,Пассаж на Пятницкой,,1420,4504137598285175,ВкусВилл,супермаркет,Супермаркеты,mart,4,22,2026-06-28T05:22:39Z,,0,32,https://2gis.com/firm/70000001055615294,branch,54,https://2gis.ru/moscow/search/Супермаркеты/rubricId/350/filters/district_id=4504209512726532
ВкусВилл,супермаркет,Супермаркеты; Доставка продуктов; Доставка еды,"Новокузнецкая улица, 13 ст1",1 этаж,115184,,Замоскворечье,Москва,,Москва,Россия,Пн: 08:00-22:00; Вт: 08:00-22:00; Ср: 08:00-22:00; Чт: 08:00-22:00; Пт: 08:00-22:00; Сб: 08:00-22:00; Вс: 08:00-22:00,+03:00,4.8,35,89913120607,,,,,,http://vkusvill.ru/goods/?utm_source=2gis&utm_medium=maps&utm_campaign=glavnaya&deep_link_value=https%3A%2F%2Fvkusvill.ru%2Fmobile%3Fcatalog%2F&af_dp=vkusvill%3A%2F%2F&c=glavnaya&shortlink=5ca647b8&source_,http://max.ru/vkusvill_ru,,,,,,,,,,,https://vk.com/vkusvill_ru,,,,,,,,,https://t.me/we_are_vkusvill,,,,,,,,,70000001031514323,55.737059,37.631857,4504235282697815,,,1420,4504137598285175,ВкусВилл,супермаркет,Супермаркеты,mart,3,18,2026-06-28T05:22:44Z,,0,32,https://2gis.com/firm/70000001031514323,branch,54,https://2gis.ru/moscow/search/Супермаркеты/rubricId/350/filters/district_id=4504209512726532
Перекрёсток,супермаркет,Супермаркеты; Доставка продуктов,"Большой Овчинниковский переулок, 16",-1 этаж,115184,,Замоскворечье,Москва,,Москва,Россия,Пн: 08:00-23:00; Вт: 08:00-23:00; Ср: 08:00-23:00; Чт: 08:00-23:00; Пт: 08:00-23:00; Сб: 08:00-23:00; Вс: 08:00-23:00,+03:00,4.2,6,88002009555 (многоканальный),,,info@x5.ru,,,http://perekrestok.ru/?utm_source=2gis_maps&utm_medium=display&utm_campaign=maps_wo_promo&utm_content=main_url,http://max.ru/perekrestok_shop,,,,,,,,,,,https://vk.com/perekrestok_shop,,,,,,,,,https://t.me/+rHsiEm_QR3EwNTky,,,,,,,,,70000001102413304,55.744832,37.629746,4504235282712355,ТДЦ Аркадия,70030076637618466,487,4504136498303078,Перекрёсток,супермаркет,Супермаркеты,mart,2,11,2026-06-27T05:12:09Z,,0,32,https://2gis.com/firm/70000001102413304,branch,54,https://2gis.ru/moscow/search/Супермаркеты/rubricId/350/filters/district_id=4504209512726532
ВкусВилл,супермаркет,Супермаркеты; Доставка продуктов; Кулинарии; Доставка еды,"Большая Серпуховская улица, 50/2 ст1",1 этаж,115093,,Замоскворечье,Москва,,Москва,Россия,Пн: 09:00-22:00; Вт: 09:00-22:00; Ср: 09:00-22:00; Чт: 09:00-22:00; Пт: 09:00-22:00; Сб: 09:00-22:00; Вс: 09:00-22:00,+03:00,4.6,8,89299935722,,,,,,http://vkusvill.ru/goods/?utm_source=2gis&utm_medium=maps&utm_campaign=glavnaya&deep_link_value=https%3A%2F%2Fvkusvill.ru%2Fmobile%3Fcatalog%2F&af_dp=vkusvill%3A%2F%2F&c=glavnaya&shortlink=5ca647b8&source_,http://max.ru/vkusvill_ru,,,,,,,,,,,https://vk.com/vkusvill_ru,,,,,,,,,https://t.me/we_are_vkusvill,,,,,,,,,70000001036433184,55.721579,37.627141,4504235283030520,,,1420,4504137598285175,ВкусВилл,супермаркет,Супермаркеты,mart,4,19,2026-06-28T05:22:32Z,,0,32,https://2gis.com/firm/70000001036433184,branch,54,https://2gis.ru/moscow/search/Супермаркеты/rubricId/350/filters/district_id=4504209512726532
ВкусВилл,супермаркет,Супермаркеты; Доставка продуктов; Кулинарии; Доставка еды,"Люсиновская улица, 36/50",1 этаж,115093,,Замоскворечье,Москва,,Москва,Россия,Пн: 08:00-22:00; Вт: 08:00-22:00; Ср: 08:00-22:00; Чт: 08:00-22:00; Пт: 08:00-22:00; Сб: 09:00-22:00; Вс: 09:00-22:00,+03:00,2.7,16,89257861867,,,,,,http://vkusvill.ru/goods/?utm_source=2gis&utm_medium=maps&utm_campaign=glavnaya&deep_link_value=https%3A%2F%2Fvkusvill.ru%2Fmobile%3Fcatalog%2F&af_dp=vkusvill%3A%2F%2F&c=glavnaya&shortlink=5ca647b8&source_,http://max.ru/vkusvill_ru,,,,,,,,,,,https://vk.com/vkusvill_ru,,,,,,,,,https://t.me/we_are_vkusvill,,,,,,,,,4504128908350562,55.722672,37.621656,4504235282584928,,,1420,4504137598285175,ВкусВилл,супермаркет,Супермаркеты,mart,4,20,2026-06-28T05:22:29Z,,0,32,https://2gis.com/firm/4504128908350562,branch,54,https://2gis.ru/moscow/search/Супермаркеты/rubricId/350/filters/district_id=4504209512726532
Магнолия,супермаркет,Супермаркеты; Доставка продуктов,"Татарская улица, 7",1 этаж,115054,,Замоскворечье,Москва,,Москва,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+03:00,4.4,58,88002506264 (единая справочная: пн-пт 9:00-18:00),84959213237,,,,,http://mgnl.ru,,,,,,,,,,,,https://vk.com/magnoliya.store,,,https://wa.me/79160378137,,,,,,,,,,,,,,,4504128908604713,55.733879,37.638641,4504235282696599,,,205,4504136498318542,Магнолия,супермаркет,Супермаркеты,mart,2,12,2026-06-17T10:54:57Z,,0,32,https://2gis.com/firm/4504128908604713,branch,54,https://2gis.ru/moscow/search/Супермаркеты/rubricId/350/filters/district_id=4504209512726532
Eurospar Express,минимаркет,Супермаркеты; Доставка продуктов,"Летниковская улица, 4 ст5",1 этаж,115114,,Замоскворечье,Москва,,Москва,Россия,Пн: 07:00-23:00; Вт: 07:00-23:00; Ср: 07:00-23:00; Чт: 07:00-23:00; Пт: 07:00-23:00; Сб: 07:00-23:00; Вс: 07:00-23:00,+03:00,4.5,77,88005001329 (бесплатная горячая линия: пн-вс 8:00-23:00),,,,,,http://myspar.ru,,,,,,,,,,,,https://vk.com/spar.russia,,,,,,,,,https://t.me/myspar,,,https://youtube.com/c/sparnnru_retail,,,,,,70000001037699156,55.72782,37.644625,4504235282717199,,,20,70000001034731594,Eurospar Express,минимаркет,Супермаркеты,mart,2,9,2026-07-08T10:07:33Z,,0,32,https://2gis.com/firm/70000001037699156,branch,54,https://2gis.ru/moscow/search/Супермаркеты/rubricId/350/filters/district_id=4504209512726532
Select Перекрёсток,супермаркет,Супермаркеты; Доставка продуктов,"Кожевническая улица, 10",,115114,,Замоскворечье,Москва,,Москва,Россия,Пн: 08:00-23:00; Вт: 08:00-23:00; Ср: 08:00-23:00; Чт: 08:00-23:00; Пт: 08:00-23:00; Сб: 08:00-23:00; Вс: 08:00-23:00,+03:00,2.6,5,88002009555 (многоканальный),,,info@x5.ru,,,http://perekrestok.ru,http://max.ru/perekrestok_shop,,,,,,,,,,,https://vk.com/perekrestok_shop,,,,,,,,,https://t.me/myperekrestokbot,,,,,,,,,70000001109966202,55.729395,37.645531,4504235282716947,БЦ Спутник,,487,4504136498303078,Перекрёсток,супермаркет,Супермаркеты,mart,2,12,2026-07-07T09:59:49Z,,0,32,https://2gis.com/firm/70000001109966202,branch,54,https://2gis.ru/moscow/search/Супермаркеты/rubricId/350/filters/district_id=4504209512726532
ВкусВилл,супермаркет,Супермаркеты; Доставка продуктов; Доставка еды,"Новокузнецкая улица, 13 ст1",1 этаж,115184,,Замоскворечье,Москва,,Москва,Россия,Пн: 08:00-22:00; Вт: 08:00-22:00; Ср: 08:00-22:00; Чт: 08:00-22:00; Пт: 08:00-22:00; Сб: 08:00-22:00; Вс: 08:00-22:00,+03:00,4.8,35,89913120607,,,,,,http://vkusvill.ru/goods/?utm_source=2gis&utm_medium=maps&utm_campaign=glavnaya&deep_link_value=https%3A%2F%2Fvkusvill.ru%2Fmobile%3Fcatalog%2F&af_dp=vkusvill%3A%2F%2F&c=glavnaya&shortlink=5ca647b8&source_,http://max.ru/vkusvill_ru,,,,,,,,,,,https://vk.com/vkusvill_ru,,,,,,,,,https://t.me/we_are_vkusvill,,,,,,,,,70000001031514323,55.737059,37.631857,4504235282697815,,,1420,4504137598285175,ВкусВилл,супермаркет,Супермаркеты,mart,3,18,2026-06-28T05:22:44Z,,0,32,https://2gis.com/firm/70000001031514323,branch,54,https://2gis.ru/moscow/search/Супермаркеты/rubricId/350/filters/district_id=4504209512726532
Магнолия,супермаркет,Супермаркеты; Доставка продуктов,"Татарская улица, 1/7",1 этаж,115054,,Замоскворечье,Москва,,Москва,Россия,Пн: 06:00-01:00; Вт: 06:00-01:00; Ср: 06:00-01:00; Чт: 06:00-01:00; Пт: 06:00-01:00; Сб: 06:00-01:00; Вс: 06:00-01:00,+03:00,3.6,12,88002506264 (единая справочная: пн-пт 9:00-18:00),84959213237,,,,,http://mgnl.ru,,,,,,,,,,,,https://vk.com/magnoliya.store,,,https://wa.me/79160378137,,,,,,,,,,,,,,,70000001075597742,55.735789,37.637362,4504235282696429,,,205,4504136498318542,Магнолия,супермаркет,Супермаркеты,mart,2,11,2026-06-12T12:47:00Z,,0,32,https://2gis.com/firm/70000001075597742,branch,54,https://2gis.ru/moscow/search/Супермаркеты/rubricId/350/filters/district_id=4504209512726532
Около,минимаркет,Супермаркеты,"2-й Монетчиковский переулок, 2",,115054,,Замоскворечье,Москва,,Москва,Россия,Пн: 08:00-22:55; Вт: 08:00-22:55; Ср: 08:00-22:55; Чт: 08:00-22:55; Пт: 08:00-22:55; Сб: 08:00-22:55; Вс: 09:00-22:55,+03:00,,,84956628888,,,,,,,,,,,,,,,,,,,,,,,,,,,https://t.me/okolo10,,,,,,,,,70000001115658376,55.731704,37.629098,4504235282710033,,,148,70000001080350055,Около,минимаркет,Супермаркеты,mart,1,5,2026-07-02T20:52:31Z,,0,32,https://2gis.com/firm/70000001115658376,branch,54,https://2gis.ru/moscow/search/Супермаркеты/rubricId/350/filters/district_id=4504209512726532
Минимаркет,,Супермаркеты,"Пятницкая улица, 57 ст2",1 этаж,115184,,Замоскворечье,Москва,,Москва,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+03:00,3.5,12,89689243634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70000001035316085,55.733815,37.627799,4504235282701306,,,1,70000001021555657,Минимаркет,Минимаркет,Супермаркеты,mart,1,5,2025-12-03T12:35:30Z,,0,32,https://2gis.com/firm/70000001035316085,branch,54,https://2gis.ru/moscow/search/Супермаркеты/rubricId/350/filters/district_id=4504209512726532
Алкопей,минимаркет,Супермаркеты,"Кожевническая улица, 1Б ст1",,115114,,Замоскворечье,Москва,,Москва,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+03:00,5.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70000001109772167,55.730585,37.64252,4504235282714721,,,1,70000001109772166,Алкопей,минимаркет,Супермаркеты,mart,1,4,2026-03-25T09:42:54Z,,0,32,https://2gis.com/firm/70000001109772167,branch,54,https://2gis.ru/moscow/search/Супермаркеты/rubricId/350/filters/district_id=4504209512726532
Альфа,экспресс-маркет,Супермаркеты,"Климентовский переулок, 8",1 этаж,115184,,Замоскворечье,Москва,,Москва,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+03:00,5.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70000001096722696,55.740986,37.628711,4504235282709568,,,1,70000001096722695,Альфа,экспресс-маркет,Супермаркеты,mart,1,4,2026-06-09T10:36:40Z,,0,32,https://2gis.com/firm/70000001096722696,branch,54,https://2gis.ru/moscow/search/Супермаркеты/rubricId/350/filters/district_id=4504209512726532
ВкусВилл,супермаркет,Супермаркеты; Доставка продуктов; Кулинарии; Доставка еды,"Садовническая улица, 51 ст1",1 этаж,115035,,Замоскворечье,Москва,,Москва,Россия,Пн: 08:00-22:00; Вт: 08:00-22:00; Ср: 08:00-22:00; Чт: 08:00-22:00; Пт: 08:00-22:00; Сб: 08:00-22:00; Вс: 08:00-22:00,+03:00,4.3,19,89261894816,,,,,,http://vkusvill.ru/goods/?utm_source=2gis&utm_medium=maps&utm_campaign=glavnaya&deep_link_value=https%3A%2F%2Fvkusvill.ru%2Fmobile%3Fcatalog%2F&af_dp=vkusvill%3A%2F%2F&c=glavnaya&shortlink=5ca647b8&source_,http://max.ru/vkusvill_ru,,,,,,,,,,,https://vk.com/vkusvill_ru,,,,,,,,,https://t.me/we_are_vkusvill,,,,,,,,,70000001038345609,55.742926,37.639502,4504235282691571,,,1420,4504137598285175,ВкусВилл,супермаркет,Супермаркеты,mart,4,17,2026-06-30T00:55:00Z,,0,32,https://2gis.com/firm/70000001038345609,branch,54,https://2gis.ru/moscow/search/Супермаркеты/rubricId/350/filters/district_id=4504209512726532
Азбука daily,супермаркет,Супермаркеты; Доставка продуктов,"Большая Татарская улица, 30",1 этаж,115184,,Замоскворечье,Москва,,Москва,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+03:00,4.6,9,88007003487 (бесплатная единая справочная: пн-вс 9:00-21:00),,,,,,http://av.ru,http://dzen.ru/azbukavkusa,http://max.ru/azbukavkusa,,,,,,,,,,https://vk.com/azbukavkusa,,,,,,,,,,,,,,,,,,70000001030546495,55.738672,37.633927,4504235282697936,,,56,70000001046146554,Азбука daily,супермаркет,Супермаркеты,mart,2,12,2026-06-18T07:06:37Z,,0,32,https://2gis.com/firm/70000001030546495,branch,54,https://2gis.ru/moscow/search/Супермаркеты/rubricId/350/filters/district_id=4504209512726532
